% Model:              n169_R19.5_d38.75_r7.00_rerrormax0.09_x0_y0_rev2.mph
% Version:            COMSOL 6.1.0.282
% Date:               Mar 28 2024, 13:58
% Table:              Table 1 - Global Evaluation 1
% Eigenfrequency (GHz)                            C (1)                                             Q (rad)                                           A (m^2)
11.44889854603788+1.0851350326515836E-4i          7.3926217823025E-32                               52752.836548686304                                0.17546500792957903
11.457576692646299+1.083450163252012E-4i          5.189057818006147E-33                             52874.921483603386                                0.17546500792957903
11.494722784570126+1.0777376826338019E-4i         7.194449647056307E-31                             53327.51746779205                                 0.17546500792957903
11.496472524476882+1.0770367956602061E-4i         1.8223568631175459E-31                            53370.34386429859                                 0.17546500792957903
11.50268334008805+3.4598079913697287E-4i          0.1492573325876041                                16622.797277599948                                0.17546500792957903
11.515211908555743+3.43340413762426E-4i           0.10825485451751911                               16768.880267013774                                0.17546500792957903
11.524449428816645+3.4326797592284185E-4i         0.018957989195066974                              16785.874272181572                                0.17546500792957903
11.525260593668358+3.451045611613502E-4i          0.010893581789197658                              16697.715412069483                                0.17546500792957903
11.531266140429858+3.45224460579577E-4i           0.21485515387597415                               16700.6140095227                                  0.17546500792957903
11.531474722901706+3.4553239794625474E-4i         0.013054003660319112                              16686.03185782394                                 0.17546500792957903
11.536517516580622+3.422288700733119E-4i          2.720541391878973E-4                              16854.474161019454                                0.17546500792957903
11.540029931016587+3.435800108193825E-4i          0.021506559891915748                              16793.30286086701                                 0.17546500792957903
11.545992932406184+3.4281317664629435E-4i         0.0048246451141179475                             16839.56584424046                                 0.17546500792957903
11.54799711912314+3.4519141104222354E-4i          0.029604869362771673                              16726.447353447835                                0.17546500792957903
11.549844473091659+1.0675643817218352E-4i         6.305173198275861E-31                             54093.86966585057                                 0.17546500792957903
11.550814773527076+3.437703579615078E-4i          0.033681629799072514                              16799.690158950987                                0.17546500792957903
11.554841319808746+3.4185431498421845E-4i         0.03066151781620224                               16899.74200800791                                 0.17546500792957903
11.55574733893159+3.4091801795280337E-4i          2.7435713349923443E-4                             16947.48561288774                                 0.17546500792957903
11.559292818274676+3.415412282493884E-4i          0.014012313306748892                              16921.75102415921                                 0.17546500792957903
11.56012041907252+3.416215155517522E-4i           0.01787498085726864                               16918.985266212654                                0.17546500792957903
11.56189471366432+1.0784640448313892E-4i          3.9302648457584973E-31                            53603.024082406315                                0.17546500792957903
11.562745643265059+1.0793536764438594E-4i         5.58296886592915E-29                              53562.7844887498                                  0.17546500792957903
11.563259934211016+1.0798253219836612E-4i         6.550630043129474E-30                             53541.7705010241                                  0.17546500792957903
11.563916889138088+3.3846792640138053E-4i         8.051384566810423E-4                              17082.236584833972                                0.17546500792957903
11.567054624699187+3.379996678067491E-4i          0.0016888304274482154                             17110.544308926565                                0.17546500792957903
11.569746271637985+3.369859900354744E-4i          2.4338814496806715E-4                             17166.0092384483                                  0.17546500792957903
11.57169886545109+3.36892158617086E-4i            0.00846761514852751                               17173.68840565472                                 0.17546500792957903
11.575013910142363+3.368830332212872E-4i          0.003122818769966574                              17179.07376700393                                 0.17546500792957903
11.57559898081061+1.0737491893920399E-4i          2.1182635949996082E-28                            53902.21310476032                                 0.17546500792957903
11.576450267149054+1.0925543357556896E-4i         1.8940020216224894E-29                            52978.33045357313                                 0.17546500792957903
11.576829517563336+1.0948583786991849E-4i         2.9867767604990416E-28                            52868.57264423784                                 0.17546500792957903
11.577953355715236+3.3539540659597206E-4i         0.014095426984431088                              17259.65479722444                                 0.17546500792957903
11.579927686281298+3.3399994741402914E-4i         0.0025611553179570867                             17334.72367682891                                 0.17546500792957903
11.580806060958324+3.3726194508465067E-4i         0.005884867995165697                              17168.3595941639                                  0.17546500792957903
11.584320653442754+3.350421739650126E-4i          1.3304314620156922E-4                             17287.354240656095                                0.17546500792957903
11.586157964229328+3.350509141121286E-4i          0.004613594063292583                              17289.645090771366                                0.17546500792957903
11.586667377267803+1.0861720417866033E-4i         1.0870697050253875E-26                            53336.663876449646                                0.17546500792957903
11.587381367561676+1.0864279482115558E-4i         7.738972669275481E-26                             53327.38632163224                                 0.17546500792957903
11.589785301024829+3.3558179651483515E-4i         0.0083905170219243                                17267.69700699397                                 0.17546500792957903
11.591273560763016+3.3286385518329584E-4i         7.00897940061213E-4                               17410.932958577425                                0.17546500792957903
