% Model:              n169_d38.75_R19.5_r7_x0_y0_maxpositionerror0.200_rev3.mph
% Version:            COMSOL 6.1.0.282
% Date:               Apr 7 2024, 07:36
% Table:              Table 1 - Global Evaluation 1
% Eigenfrequency (GHz)                            C (1)                                             Q (rad)                                           A (m^2)
11.423283529598592+1.0602022606380472E-4i         1.7705183269138627E-32                            53872.6342466418                                  0.1755312042507242
11.432992985856506+1.0547759213055004E-4i         1.461543819202078E-31                             54195.812684503355                                0.1755312042507242
11.433456619005272+1.0542997340319332E-4i         1.319366477672735E-31                             54222.48986426403                                 0.1755312042507242
11.439039423655625+1.0590960201469388E-4i         2.0244133121793774E-32                            54003.28867250221                                 0.1755312042507242
11.439379368578043+1.0590455570877821E-4i         3.6450413703027654E-32                            54007.46688004064                                 0.1755312042507242
11.446385574127376+1.0820143837594903E-4i         5.146689288372151E-32                             52893.37007855878                                 0.1755312042507242
11.446854841426644+1.0821180864135887E-4i         4.651020565749303E-33                             52890.46937163379                                 0.1755312042507242
11.449002382031672+1.0857437066852079E-4i         5.345752769812857E-32                             52723.74042054426                                 0.1755312042507242
11.45777555090209+1.0837700341838836E-4i          5.878840786144825E-31                             52860.23256288453                                 0.1755312042507242
11.496127897628817+1.0776478325947644E-4i         1.766296380370313E-31                             53338.483065666784                                0.1755312042507242
11.496604205583052+1.0773581023444274E-4i         2.0130646128902786E-34                            53355.03787389672                                 0.1755312042507242
11.515901659151275+3.51662998812235E-4i           0.5597562088439619                                16372.99068108004                                 0.1755312042507242
11.520648802024366+3.503568382510354E-4i          0.0017166097645249416                             16440.80719100728                                 0.1755312042507242
11.521543440659665+3.503507529549372E-4i          2.0701964184207744E-4                             16442.36953743631                                 0.1755312042507242
11.52670090483947+3.4870472552505456E-4i          7.774279905069158E-4                              16527.381703765306                                0.1755312042507242
11.52801177002819+3.487084426641375E-4i           0.0011224809130862086                             16529.085119498894                                0.1755312042507242
11.528963181356689+3.4823945489555295E-4i         0.11264116042798214                               16552.712190508464                                0.1755312042507242
11.534687597448524+3.469886814363516E-4i          5.390781559185243E-4                              16620.62945563327                                 0.1755312042507242
11.536383685213329+3.4630263104297584E-4i         4.147449515882147E-4                              16656.005954734144                                0.1755312042507242
11.539023378571253+3.455520871658455E-4i          4.1114413090870814E-4                             16696.00363675984                                 0.1755312042507242
11.541267442855704+3.4530440926585097E-4i         7.194756739039744E-4                              16711.22899833635                                 0.1755312042507242
11.54424954064581+3.444991147367779E-4i           4.417083808591614E-4                              16754.62216900112                                 0.1755312042507242
11.544513454765323+3.442375471328938E-4i          5.269696806353129E-4                              16767.736815775253                                0.1755312042507242
11.549907091014642+1.0674352662502998E-4i         1.0828868547415624E-29                            54100.7059377323                                  0.1755312042507242
11.551791237136829+3.421599761362996E-4i          3.803483708534581E-6                              16880.187377310773                                0.1755312042507242
11.552817440924139+3.420661363823322E-4i          0.020612008067153825                              16886.31829528582                                 0.1755312042507242
11.553264151547802+3.4210982104687806E-4i         0.011008728110921129                              16884.814858229525                                0.1755312042507242
11.555327048009561+3.417146742631499E-4i          0.0031305983527227907                             16907.358876083574                                0.1755312042507242
11.556288402718028+3.4175515165293024E-4i         0.011360406736631991                              16906.762803764082                                0.1755312042507242
11.56225848303298+3.398139736654083E-4i           8.455048456747388E-6                              17012.12936965868                                 0.1755312042507242
11.562261151707466+1.0785022931954193E-4i         6.470249714116353E-30                             53602.82152851001                                 0.1755312042507242
11.562997251085411+1.0799681880630705E-4i         2.4174373698957197E-30                            53533.47100632628                                 0.1755312042507242
11.563389754678255+1.0792254385896181E-4i         4.449713364675172E-31                             53572.13284075296                                 0.1755312042507242
11.56614578637182+3.3839254169033324E-4i          3.574526209237818E-4                              17089.335372474972                                0.1755312042507242
11.566939583693621+3.384495882258866E-4i          4.335144606897297E-4                              17087.627526543867                                0.1755312042507242
11.568749463139577+3.380053480530464E-4i          5.44222541593679E-5                               17112.763716032456                                0.1755312042507242
11.56969094751458+3.380075740942065E-4i           3.5380679514975574E-4                             17114.043699572398                                0.1755312042507242
11.570111293073495+3.380004098695009E-4i          2.020435320018309E-4                              17115.02826568165                                 0.1755312042507242
11.57618863155268+1.085993376772906E-4i           1.081458020840843E-29                             53297.19347737999                                 0.1755312042507242
11.576696974259859+1.0815304853529512E-4i         2.4001661850755263E-29                            53519.47432427                                    0.1755312042507242
