% Model:              n169_d37.75_R19.5_r7_rmaxerror0.0387_x0_y0_rev0.mph
% Version:            COMSOL 6.1.0.282
% Date:               Mar 29 2024, 14:10
% Table:              Table 1 - Global Evaluation 1
% Eigenfrequency (GHz)                            C (1)                                             Q (rad)                                           A (m^2)
9.855512524162293+8.859152189629982E-5i           7.556943100119984E-32                             55622.84972455269                                 0.17208179883715358
9.85747776247368+8.869057825486994E-5i            9.962018663360369E-32                             55571.804107140095                                0.17208179883715358
9.857970805778129+8.86742731648585E-5i            2.9086038143581593E-31                            55584.80250747484                                 0.17208179883715358
9.89631203458017+8.821271832979608E-5i            9.189735242128292E-31                             56092.9574888732                                  0.17208179883715358
9.896779023488097+8.821370705809671E-5i           4.592348470589102E-31                             56094.97563973781                                 0.17208179883715358
9.89791351318131+8.819437460376259E-5i            7.035622943391717E-31                             56113.7035561069                                  0.17208179883715358
9.990353664218452+1.2887107336810342E-4i          1.0124308466820119E-33                            38760.54002749879                                 0.17208179883715358
10.011367171073527+1.295062585763545E-4i          2.72720599201981E-34                              38651.55929756319                                 0.17208179883715358
10.011760148341713+1.2949963816907473E-4i         3.4656047670588844E-33                            38655.052596582485                                0.17208179883715358
10.041206165322768+1.3001888831988697E-4i         1.5236211097609733E-31                            38613.913077405705                                0.17208179883715358
10.041424289731282+1.3000717358723773E-4i         1.0070728079682072E-31                            38618.23144968247                                 0.17208179883715358
10.05943278387356+1.2912332694332967E-4i          2.8124614220529917E-29                            38952.30927036488                                 0.17208179883715358
10.069933948825241+1.3072322199220212E-4i         2.6211593294374605E-30                            38515.73905185572                                 0.17208179883715358
10.089786978218864+3.965624302259735E-4i          0.5703169734316994                                12721.061306552057                                0.17208179883715358
10.091016693866921+1.2979454929233248E-4i         1.6900502996251128E-26                            38872.53541580325                                 0.17208179883715358
10.099746749728832+3.958111585173364E-4i          2.941429210875167E-6                              12757.788796459796                                0.17208179883715358
10.101814714958698+3.9583526175373347E-4i         0.003291541329059858                              12759.624021426911                                0.17208179883715358
10.113581244229104+3.946785110212726E-4i          0.021801552009461798                              12811.928411085726                                0.17208179883715358
10.11403243403551+3.948362563066851E-4i           3.0229980926377737E-4                             12807.380929069683                                0.17208179883715358
10.114930562202476+1.2895212360671524E-4i         1.2210784574558004E-27                            39219.20933979413                                 0.17208179883715358
10.115468841120595+1.28953775332375E-4i           1.7529267339004499E-28                            39220.79403610324                                 0.17208179883715358
10.11823292076493+3.9456119957419195E-4i          0.10491369047228517                               12821.632416208746                                0.17208179883715358
10.123679219520003+1.304951474773857E-4i          8.092168384248075E-30                             38788.98080683349                                 0.17208179883715358
10.123979606910195+1.3049506681788513E-4i         8.818602079630457E-29                             38790.155702685086                                0.17208179883715358
10.128594960942822+3.937685314350052E-4i          4.4710599336769847E-5                             12860.600911673102                                0.17208179883715358
10.13260176427952+3.93412355424942E-4i            0.0010800050019195962                             12877.336921260328                                0.17208179883715358
10.138730304836342+3.92897850306241E-4i           3.8679501864520647E-4                             12901.999507587854                                0.17208179883715358
10.141552524043119+3.9301636309693294E-4i         1.7290756321732754E-4                             12901.699128872026                                0.17208179883715358
10.147650367701354+3.9215802702286456E-4i         1.228743892432458E-4                              12937.71324532489                                 0.17208179883715358
10.150702224265542+3.923110791704613E-4i          8.356055370882138E-5                              12936.555090727672                                0.17208179883715358
10.164595048797356+3.909084299533278E-4i          0.018162565400105937                              13000.744644793254                                0.17208179883715358
10.167012017754207+3.9111795595886975E-4i         0.0016185719287669603                             12996.869402647084                                0.17208179883715358
10.16877062829866+3.9097930791497315E-4i          0.018346943827539916                              13003.72735779411                                 0.17208179883715358
10.171644167112127+3.9065345856299826E-4i         1.5566843988770032E-4                             13018.252021931663                                0.17208179883715358
10.172777355901548+3.906273702700606E-4i          0.001762929787137498                              13020.571879483936                                0.17208179883715358
10.17822770544139+1.3047939081689195E-4i          5.2007959680972665E-23                            39002.6870376765                                  0.17208179883715358
10.178346434774934+1.3048127141391942E-4i         1.9428525215517E-23                               39002.57983206617                                 0.17208179883715358
10.184429044477804+1.2965502079809223E-4i         6.241754686595243E-22                             39274.589635231634                                0.17208179883715358
10.188103425159097+1.281000587223901E-4i          1.9937629483282588E-16                            39765.67965069022                                 0.17208179883715358
10.18822409361041+1.2809922316601053E-4i          2.0252931061950817E-15                            39766.40688495122                                 0.17208179883715358
