% Model:              n1_R19.5_d38_r7_ideal.mph
% Version:            COMSOL 6.1.0.282
% Date:               Feb 16 2024, 11:11
% Table:              Table 1 - Global Evaluation 1
% Eigenfrequency (GHz)                            C (1)                                             Q (rad)                                           A (m^2)
7.2314946579671274E-9-2.7374750702329354E-6i      9.954659550811839E-28                             8.228104343702494E13                              0.0010406544020679566
3.9042716405324214E-8+2.954140109328079E-6i       5.81650136781125E-29                              2.687252603524335E12                              0.0010406544020679566
4.296285035575949E-8+3.3579886165823268E-6i       4.871044465795928E-31                             1.614230843498474E13                              0.0010406544020679566
6.254338288887888E-8+1.6957749609491793E-6i       5.734002380874992E-27                             9.201732075617521E9                               0.0010406544020679566
6.856921984009048E-8-3.059847133981975E-6i        4.77930239903275E-30                              8.352834184957534E14                              0.0010406544020679566
1.1106605094223944E-7-2.3518676729643495E-6i      2.241577481054201E-27                             1.5960756590041968E12                             0.0010406544020679566
1.39222674637486E-7+2.4576289937447143E-6i        5.310161161800537E-27                             1.7484471135790043E10                             0.0010406544020679566
1.774512859210022E-7+2.234216697622495E-6i        1.5269130874636432E-26                            5.143424820457875E9                               0.0010406544020679566
3.694078949739784E-7-1.7153132598529734E-6i       5.113927148984509E-27                             1.0071540297547287E11                             0.0010406544020679566
6.184603235290236E-7-7.843144323256031E-7i        2.5369773048457197E-27                            2.845015515276467E10                              0.0010406544020679566
6.448049107871522E-7+9.260162587829637E-7i        3.6763096660627214E-27                            8.041879626833548E9                               0.0010406544020679566
1.3335059793346507E-6+4.0023798177371343E-7i      6.545447030939173E-27                             7.445310606609223E9                               0.0010406544020679566
1.4162578544562769E-6-4.230504960559091E-7i       5.6622276491014506E-27                            1.2875239707487074E10                             0.0010406544020679566
1.9485159487172246E-6+3.087547059369873E-7i       1.3537965135827516E-26                            6.367917524085161E9                               0.0010406544020679566
2.0794069254680056E-6-2.3560674549150093E-7i      1.7458033048133137E-26                            6.191264967776013E9                               0.0010406544020679566
2.4890855502185628E-6+5.644341242852471E-8i       1.2703810259017525E-26                            1.0257436387552267E10                             0.0010406544020679566
2.603415972595356E-6-5.990660061411157E-8i        4.158242652387396E-27                             3.428543062225408E10                              0.0010406544020679566
2.72870642736385E-6+1.2560814366712091E-8i        2.0371458346051668E-27                            7.436175798809538E10                              0.0010406544020679566
2.7622209343656683E-6+2.635265542733652E-7i       1.3987609077897893E-26                            1.078083464862891E10                              0.0010406544020679566
3.050955014684316E-6+6.478618808746748E-9i        3.8426620666844585E-31                            2.250624245457858E13                              0.0010406544020679566
4.019266396857159E-6-1.4149152214869252E-6i       5.613501749077642E-25                             6.461705960564014E8                               0.0010406544020679566
7.678393333090159E-6-1.9290649239003616E-5i       3.117343523011214E-22                             3.843829312687492E7                               0.0010406544020679566
3.6941970241566087+6.920861065484748E-5i          2.5965998299129503E-31                            28015.574935810353                                0.0010406544020679566
3.694196242879387+6.920861487999792E-5i           2.5398643242624355E-32                            28015.56803644734                                 0.0010406544020679566
7.096543956397196+1.1040256929948068E-4i          8.518843757369023E-33                             32236.823472919074                                0.0010406544020679566
7.096588571467989+1.1040342029124596E-4i          7.532614741807416E-32                             32236.773037561394                                0.0010406544020679566
10.146192674753841+1.514930912044051E-4i          2.4335780324535644E-32                            33486.84274144477                                 0.0010406544020679566
10.146197190423191+1.5149369517749128E-4i         1.349634014587572E-32                             33486.72413670503                                 0.0010406544020679566
11.843275309160498+2.602963070224438E-4i          0.8017136566131919                                22745.82202037743                                 0.0010406544020679566
12.428387799746348+2.3974101460102527E-4i         3.9004581497348867E-29                            25910.128175386522                                0.0010406544020679566
12.429346153595684+2.398690462408265E-4i          5.622762339962682E-9                              25898.282071290003                                0.0010406544020679566
12.429381558990485+2.3987418924693288E-4i         7.244869158008913E-10                             25897.80008001271                                 0.0010406544020679566
12.970376140101434+1.9432578941863638E-4i         4.666851158895792E-32                             33347.778090891145                                0.0010406544020679566
12.97055274759286+1.9433899612158705E-4i          3.6597669650597864E-32                            33345.96122578489                                 0.0010406544020679566
13.221493052658111+2.405051756788476E-4i          2.7143560922775777E-32                            27460.333716649708                                0.0010406544020679566
13.221529697640593+2.4050961228486685E-4i         9.272539265003031E-32                             27459.90233204621                                 0.0010406544020679566
14.015811848262423+1.972314227783226E-4i          3.800390056847232E-12                             35464.57467811109                                 0.0010406544020679566
14.01601030035342+1.9724814333456586E-4i          2.0768144186293283E-10                            35462.0606237602                                  0.0010406544020679566
15.418278627476344+2.3614634236003465E-4i         1.70367165774888E-31                              32499.466501906085                                0.0010406544020679566
15.418508353575207+2.361711783417337E-4i          1.666393469088863E-32                             32496.515520157966                                0.0010406544020679566
15.687676986368853+2.3822864794114854E-4i         2.068244470182233E-31                             32756.81894725216                                 0.0010406544020679566
15.687743437233646+2.3823746989399267E-4i         4.549565634740815E-32                             32755.739187962987                                0.0010406544020679566
16.252408040386605+1.5969726225011123E-4i         3.2337358822150664E-11                            50546.26832018959                                 0.0010406544020679566
16.252433129948148+1.5970188527826147E-4i         1.0930656161169814E-11                            50544.87939660711                                 0.0010406544020679566
18.3549201746696+2.838334651050898E-4i            4.875579178859986E-32                             31866.629344842582                                0.0010406544020679566
18.355339734251793+2.8388566672852086E-4i         5.781092930054438E-32                             31861.43679168913                                 0.0010406544020679566
18.52494631656615+2.2069851296097553E-4i          1.8087108128893498E-31                            41329.90160699237                                 0.0010406544020679566
18.52510891236848+2.2070957427675644E-4i          9.867805297042795E-32                             41328.16140602097                                 0.0010406544020679566
18.83623008045707+1.3757158024246883E-4i          3.3159146336603457E-10                            67316.57130877013                                 0.0010406544020679566
18.83663486358335+1.375843555752111E-4i           6.111840599561619E-10                             67311.6322258992                                  0.0010406544020679566
